# r  chi  chi_prime  a  a_prime  rho  W
2.110840420210e-02 -1.482472037263e-07 1.406028134029e-08 0.000000000000e+00 0.000000000000e+00 9.986639013114e-06 1.007090887028e+152
2.160860430215e-02 -1.482400875800e-07 1.439291040467e-08 0.000000000000e+00 0.000000000000e+00 9.985998586344e-06 1.007090887028e+152
2.210880440220e-02 -1.482328050623e-07 1.472550058111e-08 0.000000000000e+00 0.000000000000e+00 9.985343189610e-06 1.007090887028e+152
2.260900450225e-02 -1.482253561929e-07 1.505805097200e-08 0.000000000000e+00 0.000000000000e+00 9.984672824881e-06 1.007090887028e+152
2.310920460230e-02 -1.482177409919e-07 1.539056067984e-08 0.000000000000e+00 0.000000000000e+00 9.983987494169e-06 1.007090887028e+152
2.360940470235e-02 -1.482099594798e-07 1.572302880724e-08 0.000000000000e+00 0.000000000000e+00 9.983287199532e-06 1.007090887028e+152
2.410960480240e-02 -1.482020116778e-07 1.605545445690e-08 0.000000000000e+00 0.000000000000e+00 9.982571943075e-06 1.007090887028e+152
2.460980490245e-02 -1.481938976072e-07 1.638783673167e-08 0.000000000000e+00 0.000000000000e+00 9.981841726943e-06 1.007090887028e+152
2.511000500250e-02 -1.481856172900e-07 1.672017473453e-08 0.000000000000e+00 0.000000000000e+00 9.981096553331e-06 1.007090887028e+152
2.561020510255e-02 -1.481771707486e-07 1.705246756857e-08 0.000000000000e+00 0.000000000000e+00 9.980336424476e-06 1.007090887028e+152
2.611040520260e-02 -1.481685580057e-07 1.738471433704e-08 0.000000000000e+00 0.000000000000e+00 9.979561342661e-06 1.007090887028e+152
2.661060530265e-02 -1.481597790847e-07 1.771691414335e-08 0.000000000000e+00 0.000000000000e+00 9.978771310213e-06 1.007090887028e+152
2.711080540270e-02 -1.481508340093e-07 1.804906609103e-08 0.000000000000e+00 0.000000000000e+00 9.977966329505e-06 1.007090887028e+152
2.761100550275e-02 -1.481417228035e-07 1.838116928379e-08 0.000000000000e+00 0.000000000000e+00 9.977146402955e-06 1.007090887028e+152
2.811120560280e-02 -1.481324454921e-07 1.871322282550e-08 0.000000000000e+00 0.000000000000e+00 9.976311533024e-06 1.007090887028e+152
2.861140570285e-02 -1.481230021001e-07 1.904522582018e-08 0.000000000000e+00 0.000000000000e+00 9.975461722220e-06 1.007090887028e+152
2.911160580290e-02 -1.481133926530e-07 1.937717737204e-08 0.000000000000e+00 0.000000000000e+00 9.974596973095e-06 1.007090887028e+152
2.961180590295e-02 -1.481036171767e-07 1.970907658546e-08 0.000000000000e+00 0.000000000000e+00 9.973717288247e-06 1.007090887028e+152
3.011200600300e-02 -1.480936756977e-07 2.004092256498e-08 0.000000000000e+00 0.000000000000e+00 9.972822670316e-06 1.007090887028e+152
3.061220610305e-02 -1.480835682428e-07 2.037271441536e-08 0.000000000000e+00 0.000000000000e+00 9.971913121991e-06 1.007090887028e+152
3.111240620310e-02 -1.480732948393e-07 2.070445124151e-08 0.000000000000e+00 0.000000000000e+00 9.970988646002e-06 1.007090887028e+152
3.161260630315e-02 -1.480628555149e-07 2.103613214855e-08 0.000000000000e+00 0.000000000000e+00 9.970049245126e-06 1.007090887028e+152
3.211280640320e-02 -1.480522502980e-07 2.136775624180e-08 0.000000000000e+00 0.000000000000e+00 9.969094922185e-06 1.007090887028e+152
3.261300650325e-02 -1.480414792169e-07 2.169932262675e-08 0.000000000000e+00 0.000000000000e+00 9.968125680044e-06 1.007090887028e+152
3.311320660330e-02 -1.480305423010e-07 2.203083040913e-08 0.000000000000e+00 0.000000000000e+00 9.967141521615e-06 1.007090887028e+152
3.361340670335e-02 -1.480194395797e-07 2.236227869485e-08 0.000000000000e+00 0.000000000000e+00 9.966142449854e-06 1.007090887028e+152
3.411360680340e-02 -1.480081710830e-07 2.269366659002e-08 0.000000000000e+00 0.000000000000e+00 9.965128467761e-06 1.007090887028e+152
3.461380690345e-02 -1.479967368413e-07 2.302499320100e-08 0.000000000000e+00 0.000000000000e+00 9.964099578383e-06 1.007090887028e+152
3.511400700350e-02 -1.479851368856e-07 2.335625763433e-08 0.000000000000e+00 0.000000000000e+00 9.963055784808e-06 1.007090887028e+152
3.561420710355e-02 -1.479733712470e-07 2.368745899679e-08 0.000000000000e+00 0.000000000000e+00 9.961997090173e-06 1.007090887028e+152
3.611440720360e-02 -1.479614399575e-07 2.401859639537e-08 0.000000000000e+00 0.000000000000e+00 9.960923497658e-06 1.007090887028e+152
3.661460730365e-02 -1.479493430492e-07 2.434966893730e-08 0.000000000000e+00 0.000000000000e+00 9.959835010486e-06 1.007090887028e+152
3.711480740370e-02 -1.479370805548e-07 2.468067573002e-08 0.000000000000e+00 0.000000000000e+00 9.958731631928e-06 1.007090887028e+152
3.761500750375e-02 -1.479246525074e-07 2.501161588123e-08 0.000000000000e+00 0.000000000000e+00 9.957613365299e-06 1.007090887028e+152
3.811520760380e-02 -1.479120589405e-07 2.534248849883e-08 0.000000000000e+00 0.000000000000e+00 9.956480213956e-06 1.007090887028e+152
3.861540770385e-02 -1.478992998882e-07 2.567329269101e-08 0.000000000000e+00 0.000000000000e+00 9.955332181304e-06 1.007090887028e+152
3.911560780390e-02 -1.478863753849e-07 2.600402756615e-08 0.000000000000e+00 0.000000000000e+00 9.954169270791e-06 1.007090887028e+152
3.961580790395e-02 -1.478732854656e-07 2.633469223291e-08 0.000000000000e+00 0.000000000000e+00 9.952991485911e-06 1.007090887028e+152
4.011600800400e-02 -1.478600301654e-07 2.666528580019e-08 0.000000000000e+00 0.000000000000e+00 9.951798830202e-06 1.007090887028e+152
4.061620810405e-02 -1.478466095203e-07 2.699580737715e-08 0.000000000000e+00 0.000000000000e+00 9.950591307245e-06 1.007090887028e+152
4.111640820410e-02 -1.478330235665e-07 2.732625607319e-08 0.000000000000e+00 0.000000000000e+00 9.949368920670e-06 1.007090887028e+152
4.161660830415e-02 -1.478192723406e-07 2.765663099799e-08 0.000000000000e+00 0.000000000000e+00 9.948131674148e-06 1.007090887028e+152
4.211680840420e-02 -1.478053558797e-07 2.798693126148e-08 0.000000000000e+00 0.000000000000e+00 9.946879571395e-06 1.007090887028e+152
4.261700850425e-02 -1.477912742215e-07 2.831715597385e-08 0.000000000000e+00 0.000000000000e+00 9.945612616174e-06 1.007090887028e+152
4.311720860430e-02 -1.477770274040e-07 2.864730424557e-08 0.000000000000e+00 0.000000000000e+00 9.944330812290e-06 1.007090887028e+152
4.361740870435e-02 -1.477626154655e-07 2.897737518739e-08 0.000000000000e+00 0.000000000000e+00 9.943034163594e-06 1.007090887028e+152
4.411760880440e-02 -1.477480384451e-07 2.930736791032e-08 0.000000000000e+00 0.000000000000e+00 9.941722673982e-06 1.007090887028e+152
4.461780890445e-02 -1.477332963820e-07 2.963728152566e-08 0.000000000000e+00 0.000000000000e+00 9.940396347394e-06 1.007090887028e+152
4.511800900450e-02 -1.477183893160e-07 2.996711514498e-08 0.000000000000e+00 0.000000000000e+00 9.939055187815e-06 1.007090887028e+152
4.561820910455e-02 -1.477033172875e-07 3.029686788016e-08 0.000000000000e+00 0.000000000000e+00 9.937699199273e-06 1.007090887028e+152
4.611840920460e-02 -1.476880803370e-07 3.062653884334e-08 0.000000000000e+00 0.000000000000e+00 9.936328385844e-06 1.007090887028e+152
4.661860930465e-02 -1.476726785057e-07 3.095612714696e-08 0.000000000000e+00 0.000000000000e+00 9.934942751646e-06 1.007090887028e+152
4.711880940470e-02 -1.476571118351e-07 3.128563190377e-08 0.000000000000e+00 0.000000000000e+00 9.933542300841e-06 1.007090887028e+152
4.761900950475e-02 -1.476413803673e-07 3.161505222681e-08 0.000000000000e+00 0.000000000000e+00 9.932127037638e-06 1.007090887028e+152
4.811920960480e-02 -1.476254841448e-07 3.194438722941e-08 0.000000000000e+00 0.000000000000e+00 9.930696966289e-06 1.007090887028e+152
4.861940970485e-02 -1.476094232103e-07 3.227363602523e-08 0.000000000000e+00 0.000000000000e+00 9.929252091091e-06 1.007090887028e+152
4.911960980490e-02 -1.475931976074e-07 3.260279772821e-08 0.000000000000e+00 0.000000000000e+00 9.927792416386e-06 1.007090887028e+152
4.961980990495e-02 -1.475768073796e-07 3.293187145262e-08 0.000000000000e+00 0.000000000000e+00 9.926317946559e-06 1.007090887028e+152
5.012001000500e-02 -1.475602525714e-07 3.326085631304e-08 0.000000000000e+00 0.000000000000e+00 9.924828686041e-06 1.007090887028e+152
5.062021010505e-02 -1.475435332273e-07 3.358975142437e-08 0.000000000000e+00 0.000000000000e+00 9.923324639307e-06 1.007090887028e+152
5.112041020510e-02 -1.475266493925e-07 3.391855590182e-08 0.000000000000e+00 0.000000000000e+00 9.921805810876e-06 1.007090887028e+152
5.162061030515e-02 -1.475096011124e-07 3.424726886093e-08 0.000000000000e+00 0.000000000000e+00 9.920272205314e-06 1.007090887028e+152
5.212081040520e-02 -1.474923884332e-07 3.457588941758e-08 0.000000000000e+00 0.000000000000e+00 9.918723827227e-06 1.007090887028e+152
5.262101050525e-02 -1.474750114013e-07 3.490441668796e-08 0.000000000000e+00 0.000000000000e+00 9.917160681270e-06 1.007090887028e+152
5.312121060530e-02 -1.474574700635e-07 3.523284978862e-08 0.000000000000e+00 0.000000000000e+00 9.915582772139e-06 1.007090887028e+152
5.362141070535e-02 -1.474397644672e-07 3.556118783641e-08 0.000000000000e+00 0.000000000000e+00 9.913990104577e-06 1.007090887028e+152
5.412161080540e-02 -1.474218946601e-07 3.588942994855e-08 0.000000000000e+00 0.000000000000e+00 9.912382683370e-06 1.007090887028e+152
5.462181090545e-02 -1.474038606904e-07 3.621757524259e-08 0.000000000000e+00 0.000000000000e+00 9.910760513348e-06 1.007090887028e+152
5.512201100550e-02 -1.473856626068e-07 3.654562283644e-08 0.000000000000e+00 0.000000000000e+00 9.909123599388e-06 1.007090887028e+152
5.562221110555e-02 -1.473673004584e-07 3.687357184834e-08 0.000000000000e+00 0.000000000000e+00 9.907471946407e-06 1.007090887028e+152
5.612241120560e-02 -1.473487742948e-07 3.720142139690e-08 0.000000000000e+00 0.000000000000e+00 9.905805559372e-06 1.007090887028e+152
5.662261130565e-02 -1.473300841658e-07 3.752917060106e-08 0.000000000000e+00 0.000000000000e+00 9.904124443289e-06 1.007090887028e+152
5.712281140570e-02 -1.473112301219e-07 3.785681858016e-08 0.000000000000e+00 0.000000000000e+00 9.902428603212e-06 1.007090887028e+152
5.762301150575e-02 -1.472922122139e-07 3.818436445388e-08 0.000000000000e+00 0.000000000000e+00 9.900718044237e-06 1.007090887028e+152
5.812321160580e-02 -1.472730304932e-07 3.851180734225e-08 0.000000000000e+00 0.000000000000e+00 9.898992771507e-06 1.007090887028e+152
5.862341170585e-02 -1.472536850115e-07 3.883914636569e-08 0.000000000000e+00 0.000000000000e+00 9.897252790206e-06 1.007090887028e+152
5.912361180590e-02 -1.472341758209e-07 3.916638064498e-08 0.000000000000e+00 0.000000000000e+00 9.895498105565e-06 1.007090887028e+152
5.962381190595e-02 -1.472145029740e-07 3.949350930130e-08 0.000000000000e+00 0.000000000000e+00 9.893728722858e-06 1.007090887028e+152
6.012401200600e-02 -1.471946665240e-07 3.982053145617e-08 0.000000000000e+00 0.000000000000e+00 9.891944647404e-06 1.007090887028e+152
6.062421210605e-02 -1.471746665243e-07 4.014744623152e-08 0.000000000000e+00 0.000000000000e+00 9.890145884565e-06 1.007090887028e+152
6.112441220610e-02 -1.471545030288e-07 4.047425274965e-08 0.000000000000e+00 0.000000000000e+00 9.888332439749e-06 1.007090887028e+152
6.162461230615e-02 -1.471341760919e-07 4.080095013325e-08 0.000000000000e+00 0.000000000000e+00 9.886504318407e-06 1.007090887028e+152
6.212481240620e-02 -1.471136857685e-07 4.112753750542e-08 0.000000000000e+00 0.000000000000e+00 9.884661526035e-06 1.007090887028e+152
6.262501250625e-02 -1.470930321137e-07 4.145401398962e-08 0.000000000000e+00 0.000000000000e+00 9.882804068173e-06 1.007090887028e+152
6.312521260630e-02 -1.470722151832e-07 4.178037870972e-08 0.000000000000e+00 0.000000000000e+00 9.880931950404e-06 1.007090887028e+152
6.362541270635e-02 -1.470512350332e-07 4.210663079002e-08 0.000000000000e+00 0.000000000000e+00 9.879045178357e-06 1.007090887028e+152
6.412561280640e-02 -1.470300917203e-07 4.243276935517e-08 0.000000000000e+00 0.000000000000e+00 9.877143757705e-06 1.007090887028e+152
6.462581290645e-02 -1.470087853014e-07 4.275879353028e-08 0.000000000000e+00 0.000000000000e+00 9.875227694163e-06 1.007090887028e+152
6.512601300650e-02 -1.469873158339e-07 4.308470244082e-08 0.000000000000e+00 0.000000000000e+00 9.873296993493e-06 1.007090887028e+152
6.562621310655e-02 -1.469656833758e-07 4.341049521271e-08 0.000000000000e+00 0.000000000000e+00 9.871351661499e-06 1.007090887028e+152
6.612641320660e-02 -1.469438879853e-07 4.373617097228e-08 0.000000000000e+00 0.000000000000e+00 9.869391704030e-06 1.007090887028e+152
6.662661330665e-02 -1.469219297212e-07 4.406172884626e-08 0.000000000000e+00 0.000000000000e+00 9.867417126980e-06 1.007090887028e+152
6.712681340670e-02 -1.468998086428e-07 4.438716796182e-08 0.000000000000e+00 0.000000000000e+00 9.865427936285e-06 1.007090887028e+152
6.762701350675e-02 -1.468775248095e-07 4.471248744655e-08 0.000000000000e+00 0.000000000000e+00 9.863424137927e-06 1.007090887028e+152
6.812721360680e-02 -1.468550782815e-07 4.503768642847e-08 0.000000000000e+00 0.000000000000e+00 9.861405737931e-06 1.007090887028e+152
6.862741370685e-02 -1.468324691192e-07 4.536276403603e-08 0.000000000000e+00 0.000000000000e+00 9.859372742366e-06 1.007090887028e+152
6.912761380690e-02 -1.468096973836e-07 4.568771939812e-08 0.000000000000e+00 0.000000000000e+00 9.857325157346e-06 1.007090887028e+152
6.962781390695e-02 -1.467867631361e-07 4.601255164406e-08 0.000000000000e+00 0.000000000000e+00 9.855262989028e-06 1.007090887028e+152
7.012801400700e-02 -1.467636664384e-07 4.633725990361e-08 0.000000000000e+00 0.000000000000e+00 9.853186243613e-06 1.007090887028e+152
7.062821410705e-02 -1.467404073528e-07 4.666184330698e-08 0.000000000000e+00 0.000000000000e+00 9.851094927346e-06 1.007090887028e+152
7.112841420710e-02 -1.467169859420e-07 4.698630098484e-08 0.000000000000e+00 0.000000000000e+00 9.848989046518e-06 1.007090887028e+152
7.162861430715e-02 -1.466934022690e-07 4.731063206829e-08 0.000000000000e+00 0.000000000000e+00 9.846868607461e-06 1.007090887028e+152
7.212881440720e-02 -1.466696563975e-07 4.763483568888e-08 0.000000000000e+00 0.000000000000e+00 9.844733616552e-06 1.007090887028e+152
7.262901450725e-02 -1.466457483913e-07 4.795891097864e-08 0.000000000000e+00 0.000000000000e+00 9.842584080213e-06 1.007090887028e+152
7.312921460730e-02 -1.466216783149e-07 4.828285707005e-08 0.000000000000e+00 0.000000000000e+00 9.840420004908e-06 1.007090887028e+152
7.362941470735e-02 -1.465974462331e-07 4.860667309604e-08 0.000000000000e+00 0.000000000000e+00 9.838241397146e-06 1.007090887028e+152
7.412961480740e-02 -1.465730522112e-07 4.893035819003e-08 0.000000000000e+00 0.000000000000e+00 9.836048263480e-06 1.007090887028e+152
7.462981490745e-02 -1.465484963149e-07 4.925391148589e-08 0.000000000000e+00 0.000000000000e+00 9.833840610507e-06 1.007090887028e+152
7.513001500750e-02 -1.465237786104e-07 4.957733211797e-08 0.000000000000e+00 0.000000000000e+00 9.831618444866e-06 1.007090887028e+152
7.563021510755e-02 -1.464988991642e-07 4.990061922110e-08 0.000000000000e+00 0.000000000000e+00 9.829381773243e-06 1.007090887028e+152
7.613041520760e-02 -1.464738580434e-07 5.022377193057e-08 0.000000000000e+00 0.000000000000e+00 9.827130602365e-06 1.007090887028e+152
7.663061530765e-02 -1.464486553153e-07 5.054678938218e-08 0.000000000000e+00 0.000000000000e+00 9.824864939005e-06 1.007090887028e+152
7.713081540770e-02 -1.464232910479e-07 5.086967071220e-08 0.000000000000e+00 0.000000000000e+00 9.822584789976e-06 1.007090887028e+152
7.763101550775e-02 -1.463977653094e-07 5.119241505738e-08 0.000000000000e+00 0.000000000000e+00 9.820290162140e-06 1.007090887028e+152
7.813121560780e-02 -1.463720781686e-07 5.151502155497e-08 0.000000000000e+00 0.000000000000e+00 9.817981062399e-06 1.007090887028e+152
7.863141570785e-02 -1.463462296946e-07 5.183748934272e-08 0.000000000000e+00 0.000000000000e+00 9.815657497700e-06 1.007090887028e+152
7.913161580790e-02 -1.463202199571e-07 5.215981755888e-08 0.000000000000e+00 0.000000000000e+00 9.813319475032e-06 1.007090887028e+152
7.963181590795e-02 -1.462940490261e-07 5.248200534217e-08 0.000000000000e+00 0.000000000000e+00 9.810967001432e-06 1.007090887028e+152
8.013201600800e-02 -1.462677169721e-07 5.280405183186e-08 0.000000000000e+00 0.000000000000e+00 9.808600083975e-06 1.007090887028e+152
8.063221610805e-02 -1.462412238658e-07 5.312595616769e-08 0.000000000000e+00 0.000000000000e+00 9.806218729784e-06 1.007090887028e+152
8.113241620810e-02 -1.462145697787e-07 5.344771748992e-08 0.000000000000e+00 0.000000000000e+00 9.803822946024e-06 1.007090887028e+152
8.163261630815e-02 -1.461877547825e-07 5.376933493934e-08 0.000000000000e+00 0.000000000000e+00 9.801412739903e-06 1.007090887028e+152
8.213281640820e-02 -1.461607789494e-07 5.409080765723e-08 0.000000000000e+00 0.000000000000e+00 9.798988118674e-06 1.007090887028e+152
8.263301650825e-02 -1.461336423520e-07 5.441213478540e-08 0.000000000000e+00 0.000000000000e+00 9.796549089633e-06 1.007090887028e+152
8.313321660830e-02 -1.461063450633e-07 5.473331546619e-08 0.000000000000e+00 0.000000000000e+00 9.794095660118e-06 1.007090887028e+152
8.363341670835e-02 -1.460788871568e-07 5.505434884246e-08 0.000000000000e+00 0.000000000000e+00 9.791627837514e-06 1.007090887028e+152
8.413361680840e-02 -1.460512687064e-07 5.537523405760e-08 0.000000000000e+00 0.000000000000e+00 9.789145629245e-06 1.007090887028e+152
8.463381690845e-02 -1.460234897864e-07 5.569597025552e-08 0.000000000000e+00 0.000000000000e+00 9.786649042783e-06 1.007090887028e+152
8.513401700850e-02 -1.459955504716e-07 5.601655658068e-08 0.000000000000e+00 0.000000000000e+00 9.784138085641e-06 1.007090887028e+152
8.563421710855e-02 -1.459674508371e-07 5.633699217807e-08 0.000000000000e+00 0.000000000000e+00 9.781612765375e-06 1.007090887028e+152
8.613441720860e-02 -1.459391909586e-07 5.665727619322e-08 0.000000000000e+00 0.000000000000e+00 9.779073089586e-06 1.007090887028e+152
8.663461730865e-02 -1.459107709121e-07 5.697740777222e-08 0.000000000000e+00 0.000000000000e+00 9.776519065918e-06 1.007090887028e+152
8.713481740870e-02 -1.458821907741e-07 5.729738606168e-08 0.000000000000e+00 0.000000000000e+00 9.773950702057e-06 1.007090887028e+152
8.763501750875e-02 -1.458534506213e-07 5.761721020878e-08 0.000000000000e+00 0.000000000000e+00 9.771368005735e-06 1.007090887028e+152
8.813521760880e-02 -1.458245505313e-07 5.793687936124e-08 0.000000000000e+00 0.000000000000e+00 9.768770984725e-06 1.007090887028e+152
8.863541770885e-02 -1.457954905816e-07 5.825639266736e-08 0.000000000000e+00 0.000000000000e+00 9.766159646844e-06 1.007090887028e+152
8.913561780890e-02 -1.457662708505e-07 5.857574927597e-08 0.000000000000e+00 0.000000000000e+00 9.763533999953e-06 1.007090887028e+152
8.963581790895e-02 -1.457368914166e-07 5.889494833649e-08 0.000000000000e+00 0.000000000000e+00 9.760894051955e-06 1.007090887028e+152
9.013601800900e-02 -1.457073523588e-07 5.921398899887e-08 0.000000000000e+00 0.000000000000e+00 9.758239810799e-06 1.007090887028e+152
9.063621810905e-02 -1.456776537567e-07 5.953287041367e-08 0.000000000000e+00 0.000000000000e+00 9.755571284473e-06 1.007090887028e+152
9.113641820910e-02 -1.456477956901e-07 5.985159173199e-08 0.000000000000e+00 0.000000000000e+00 9.752888481013e-06 1.007090887028e+152
9.163661830915e-02 -1.456177782392e-07 6.017015210553e-08 0.000000000000e+00 0.000000000000e+00 9.750191408494e-06 1.007090887028e+152
9.213681840920e-02 -1.455876014848e-07 6.048855068654e-08 0.000000000000e+00 0.000000000000e+00 9.747480075037e-06 1.007090887028e+152
9.263701850925e-02 -1.455572655081e-07 6.080678662787e-08 0.000000000000e+00 0.000000000000e+00 9.744754488804e-06 1.007090887028e+152
9.313721860930e-02 -1.455267703906e-07 6.112485908296e-08 0.000000000000e+00 0.000000000000e+00 9.742014658003e-06 1.007090887028e+152
9.363741870935e-02 -1.454961162142e-07 6.144276720582e-08 0.000000000000e+00 0.000000000000e+00 9.739260590883e-06 1.007090887028e+152
9.413761880940e-02 -1.454653030615e-07 6.176051015106e-08 0.000000000000e+00 0.000000000000e+00 9.736492295737e-06 1.007090887028e+152
9.463781890945e-02 -1.454343310152e-07 6.207808707388e-08 0.000000000000e+00 0.000000000000e+00 9.733709780899e-06 1.007090887028e+152
9.513801900950e-02 -1.454032001586e-07 6.239549713007e-08 0.000000000000e+00 0.000000000000e+00 9.730913054750e-06 1.007090887028e+152
9.563821910955e-02 -1.453719105754e-07 6.271273947604e-08 0.000000000000e+00 0.000000000000e+00 9.728102125710e-06 1.007090887028e+152
9.613841920960e-02 -1.453404623496e-07 6.302981326878e-08 0.000000000000e+00 0.000000000000e+00 9.725277002245e-06 1.007090887028e+152
9.663861930965e-02 -1.453088555658e-07 6.334671766590e-08 0.000000000000e+00 0.000000000000e+00 9.722437692863e-06 1.007090887028e+152
9.713881940970e-02 -1.452770903089e-07 6.366345182561e-08 0.000000000000e+00 0.000000000000e+00 9.719584206115e-06 1.007090887028e+152
9.763901950975e-02 -1.452451666644e-07 6.398001490674e-08 0.000000000000e+00 0.000000000000e+00 9.716716550594e-06 1.007090887028e+152
